"Date"
"1979-12-31",1.726
"1980-01-02",1.7135
"1980-01-03",1.7108
"1980-01-04",1.7126
"1980-01-07",1.708
"1980-01-08",1.7129
"1980-01-09",1.7122
"1980-01-10",1.7168
"1980-01-11",1.7214
"1980-01-14",1.7191
"1980-01-15",1.728
"1980-01-16",1.7215
"1980-01-17",1.7236
"1980-01-18",1.7235
"1980-01-21",1.7294
"1980-01-22",1.7338
"1980-01-23",1.7297
"1980-01-24",1.7318
"1980-01-25",1.7365
"1980-01-28",1.7388
"1980-01-29",1.7368
"1980-01-30",1.7373
"1980-01-31",1.7438
"1980-02-01",1.744
"1980-02-04",1.7418
"1980-02-05",1.7425
"1980-02-06",1.733
"1980-02-07",1.7385
"1980-02-08",1.7393
"1980-02-11",1.739
"1980-02-13",1.735
"1980-02-14",1.7361
"1980-02-15",1.7415
"1980-02-19",1.748
"1980-02-20",1.748
"1980-02-21",1.747
"1980-02-22",1.759
"1980-02-25",1.7616
"1980-02-26",1.7635
"1980-02-27",1.758
"1980-02-28",1.7638
"1980-02-29",1.777
"1980-03-03",1.7829
"1980-03-04",1.7907
"1980-03-05",1.7885
"1980-03-06",1.795
"1980-03-07",1.796
"1980-03-10",1.8095
"1980-03-11",1.812
"1980-03-12",1.8076
"1980-03-13",1.8215
"1980-03-14",1.833
"1980-03-17",1.874
"1980-03-18",1.877
"1980-03-19",1.873
"1980-03-20",1.8655
"1980-03-21",1.878
"1980-03-24",1.888
"1980-03-25",1.8974
"1980-03-26",1.897
"1980-03-27",1.9195
"1980-03-28",1.932
"1980-03-31",1.9515
"1980-04-01",1.9615
"1980-04-02",1.9545
"1980-04-03",1.9635
"1980-04-04",1.97
"1980-04-07",1.975
"1980-04-08",1.941
"1980-04-09",1.89
"1980-04-10",1.877
"1980-04-11",1.8765
"1980-04-14",1.8715
"1980-04-15",1.895
"1980-04-16",1.86
"1980-04-17",1.857
"1980-04-18",1.854
"1980-04-21",1.8485
"1980-04-22",1.862
"1980-04-23",1.823
"1980-04-24",1.8195
"1980-04-25",1.813
"1980-04-28",1.7983
"1980-04-29",1.7965
"1980-04-30",1.8
"1980-05-01",1.802
"1980-05-02",1.8235
"1980-05-05",1.796
"1980-05-06",1.793
"1980-05-07",1.7855
"1980-05-08",1.7933
"1980-05-09",1.812
"1980-05-12",1.7907
"1980-05-13",1.7942
"1980-05-14",1.7892
"1980-05-15",1.791
"1980-05-16",1.7938
"1980-05-19",1.8025
"1980-05-20",1.8031
"1980-05-21",1.7883
"1980-05-22",1.7895
"1980-05-23",1.7785
"1980-05-27",1.7624
"1980-05-28",1.7723
"1980-05-29",1.7785
"1980-05-30",1.7785
"1980-06-02",1.7828
"1980-06-03",1.7753
"1980-06-04",1.7738
"1980-06-05",1.7748
"1980-06-06",1.7716
"1980-06-09",1.7622
"1980-06-10",1.7618
"1980-06-11",1.7655
"1980-06-12",1.7633
"1980-06-13",1.755
"1980-06-16",1.7677
"1980-06-17",1.763
"1980-06-18",1.7636
"1980-06-19",1.767
"1980-06-20",1.7678
"1980-06-23",1.7673
"1980-06-24",1.77
"1980-06-25",1.7685
"1980-06-26",1.7645
"1980-06-27",1.7635
"1980-06-30",1.7641
"1980-07-01",1.7615
"1980-07-02",1.7585
"1980-07-03",1.756
"1980-07-07",1.7389
"1980-07-08",1.7397
"1980-07-09",1.741
"1980-07-10",1.7377
"1980-07-11",1.7385
"1980-07-14",1.7437
"1980-07-15",1.7478
"1980-07-16",1.7437
"1980-07-17",1.736
"1980-07-18",1.747
"1980-07-21",1.7415
"1980-07-22",1.7385
"1980-07-23",1.7397
"1980-07-24",1.7353
"1980-07-25",1.7386
"1980-07-28",1.734
"1980-07-29",1.7587
"1980-07-30",1.7765
"1980-07-31",1.7805
"1980-08-01",1.7932
"1980-08-04",1.785
"1980-08-05",1.7762
"1980-08-06",1.7687
"1980-08-07",1.7823
"1980-08-08",1.7832
"1980-08-11",1.7828
"1980-08-12",1.7802
"1980-08-13",1.7824
"1980-08-14",1.786
"1980-08-15",1.7865
"1980-08-18",1.7982
"1980-08-19",1.8
"1980-08-20",1.7969
"1980-08-21",1.7957
"1980-08-22",1.8072
"1980-08-25",1.8047
"1980-08-26",1.802
"1980-08-27",1.8002
"1980-08-28",1.7873
"1980-08-29",1.792
"1980-09-02",1.778
"1980-09-03",1.776
"1980-09-04",1.7769
"1980-09-05",1.782
"1980-09-08",1.777
"1980-09-09",1.78
"1980-09-10",1.7787
"1980-09-11",1.7775
"1980-09-12",1.78
"1980-09-15",1.783
"1980-09-16",1.7842
"1980-09-17",1.7813
"1980-09-18",1.7919
"1980-09-19",1.7942
"1980-09-22",1.8069
"1980-09-23",1.8115
"1980-09-24",1.795
"1980-09-25",1.7983
"1980-09-26",1.802
"1980-09-29",1.8135
"1980-09-30",1.8127
"1980-10-01",1.8085
"1980-10-02",1.8121
"1980-10-03",1.8113
"1980-10-06",1.799
"1980-10-07",1.8048
"1980-10-08",1.8037
"1980-10-09",1.805
"1980-10-10",1.8042
"1980-10-14",1.8174
"1980-10-15",1.8258
"1980-10-16",1.828
"1980-10-17",1.844
"1980-10-20",1.865
"1980-10-21",1.8617
"1980-10-22",1.8637
"1980-10-23",1.8627
"1980-10-24",1.8668
"1980-10-27",1.879
"1980-10-28",1.8935
"1980-10-29",1.8848
"1980-10-30",1.898
"1980-10-31",1.9058
"1980-11-03",1.916
"1980-11-05",1.9433
"1980-11-06",1.9458
"1980-11-07",1.958
"1980-11-10",1.9015
"1980-11-12",1.9005
"1980-11-13",1.893
"1980-11-14",1.905
"1980-11-17",1.931
"1980-11-18",1.919
"1980-11-19",1.9025
"1980-11-20",1.9148
"1980-11-21",1.917
"1980-11-24",1.9173
"1980-11-25",1.911
"1980-11-26",1.9213
"1980-11-28",1.9269
"1980-12-01",1.9405
"1980-12-02",1.948
"1980-12-03",1.9395
"1980-12-04",1.9435
"1980-12-05",1.961
"1980-12-08",1.963
"1980-12-09",1.983
"1980-12-10",2.0075
"1980-12-11",2.0185
"1980-12-12",2.007
"1980-12-15",1.99
"1980-12-16",2.0185
"1980-12-17",1.9785
"1980-12-18",1.993
"1980-12-19",1.9735
"1980-12-22",1.957
"1980-12-23",1.9525
"1980-12-24",1.943
"1980-12-26",1.9425
"1980-12-29",1.955
"1980-12-30",1.952
"1980-12-31",1.9735
"1981-01-02",1.975
"1981-01-05",1.939
"1981-01-06",1.935
"1981-01-07",1.9475
"1981-01-08",1.9632
"1981-01-09",1.9785
"1981-01-12",1.9852
"1981-01-13",2.0005
"1981-01-14",1.9925
"1981-01-15",2.0005
"1981-01-16",2.007
"1981-01-19",2.009
"1981-01-20",2
"1981-01-21",1.9935
"1981-01-22",2.0245
"1981-01-23",2.035
"1981-01-26",2.0518
"1981-01-27",2.071
"1981-01-28",2.085
"1981-01-29",2.094
"1981-01-30",2.132
"1981-02-02",2.121
"1981-02-03",2.135
"1981-02-04",2.114
"1981-02-05",2.146
"1981-02-06",2.1405
"1981-02-09",2.138
"1981-02-10",2.148
"1981-02-11",2.1495
"1981-02-13",2.22
"1981-02-17",2.196
"1981-02-18",2.1875
"1981-02-19",2.132
"1981-02-20",2.096
"1981-02-23",2.112
"1981-02-24",2.116
"1981-02-25",2.107
"1981-02-26",2.116
"1981-02-27",2.131
"1981-03-02",2.152
"1981-03-03",2.1525
"1981-03-04",2.138
"1981-03-05",2.1385
"1981-03-06",2.136
"1981-03-09",2.1085
"1981-03-10",2.1075
"1981-03-11",2.116
"1981-03-12",2.113
"1981-03-13",2.1095
"1981-03-16",2.0918
"1981-03-17",2.088
"1981-03-18",2.0555
"1981-03-19",2.05
"1981-03-20",2.068
"1981-03-23",2.0873
"1981-03-24",2.0823
"1981-03-25",2.0855
"1981-03-26",2.113
"1981-03-27",2.125
"1981-03-30",2.0975
"1981-03-31",2.1105
"1981-04-01",2.0975
"1981-04-02",2.1115
"1981-04-03",2.127
"1981-04-06",2.1565
"1981-04-07",2.119
"1981-04-08",2.133
"1981-04-09",2.144
"1981-04-10",2.153
"1981-04-13",2.172
"1981-04-14",2.1655
"1981-04-15",2.179
"1981-04-16",2.1875
"1981-04-17",2.19
"1981-04-20",2.1845
"1981-04-21",2.1815
"1981-04-22",2.163
"1981-04-23",2.175
"1981-04-24",2.1775
"1981-04-27",2.1815
"1981-04-28",2.1865
"1981-04-29",2.213
"1981-04-30",2.2105
"1981-05-01",2.203
"1981-05-04",2.2446
"1981-05-05",2.266
"1981-05-06",2.258
"1981-05-07",2.2745
"1981-05-08",2.255
"1981-05-11",2.284
"1981-05-12",2.2955
"1981-05-13",2.296
"1981-05-14",2.311
"1981-05-15",2.309
"1981-05-18",2.3045
"1981-05-19",2.309
"1981-05-20",2.298
"1981-05-21",2.323
"1981-05-22",2.3155
"1981-05-26",2.3339
"1981-05-27",2.346
"1981-05-28",2.3245
"1981-05-29",2.33
"1981-06-01",2.335
"1981-06-02",2.371
"1981-06-03",2.3605
"1981-06-04",2.414
"1981-06-05",2.411
"1981-06-08",2.405
"1981-06-09",2.403
"1981-06-10",2.372
"1981-06-11",2.4045
"1981-06-12",2.395
"1981-06-15",2.346
"1981-06-16",2.3475
"1981-06-17",2.3487
"1981-06-18",2.3722
"1981-06-19",2.3775
"1981-06-22",2.363
"1981-06-23",2.3555
"1981-06-24",2.37
"1981-06-25",2.3925
"1981-06-26",2.388
"1981-06-29",2.393
"1981-06-30",2.394
"1981-07-01",2.413
"1981-07-02",2.4118
"1981-07-03",2.4155
"1981-07-06",2.4488
"1981-07-07",2.4438
"1981-07-08",2.476
