"Month"
"1971-01",49.78
"1971-02",47.029
"1971-03",56.92
"1971-04",54.336
"1971-05",50.442
"1971-06",49.298
"1971-07",39.537
"1971-08",56.185
"1971-09",54.449
"1971-10",11.857
"1971-11",26.327
"1971-12",56.032
"1972-01",49.68
"1972-02",49.112
"1972-03",54.438
"1972-04",49.814
"1972-05",52.879
"1972-06",50.083
"1972-07",40.964
"1972-08",52.169
"1972-09",49.374
"1972-10",51.671
"1972-11",50.297
"1972-12",44.904
"1973-01",49.379
"1973-02",45.893
"1973-03",50.547
"1973-04",46.999
"1973-05",51.42
"1973-06",46.613
"1973-07",43.801
"1973-08",55.874
"1973-09",48.338
"1973-10",54.38
"1973-11",49.825
"1973-12",48.668
"1974-01",53.53
"1974-02",49.851
"1974-03",51.027
"1974-04",54.181
"1974-05",57.448
"1974-06",47.884
"1974-07",49.206
"1974-08",51.604
"1974-09",52.472
"1974-10",60.293
"1974-11",33.524
"1974-12",39.98
"1975-01",55.167
"1975-02",51.808
"1975-03",52.603
"1975-04",53.776
"1975-05",55.921
"1975-06",56.786
"1975-07",45.96
"1975-08",51.76
"1975-09",56.066
"1975-10",60.396
"1975-11",53.976
"1975-12",54.819
"1976-01",52.568
"1976-02",53.773
"1976-03",60.918
"1976-04",59.145
"1976-05",57.934
"1976-06",59.68
"1976-07",44.318
"1976-08",53.622
"1976-09",60.634
"1976-10",58.999
"1976-11",58.78
"1976-12",58.414
"1977-01",44.679
"1977-02",49.26
"1977-03",66.776
"1977-04",60.549
"1977-05",62.499
"1977-06",63.095
"1977-07",49.584
"1977-08",57.751
"1977-09",69.51
"1977-10",67.66
"1977-11",68.979
"1977-12",31.002
"1978-01",23.115
"1978-02",23.52
"1978-03",38.765
"1978-04",59.53
"1978-05",68.76
"1978-06",65.565
"1978-07",53.64
"1978-08",64.395
"1978-09",57.775
"1978-10",69.86
"1978-11",69.245
"1978-12",59.63
"1979-01",57.451
"1979-02",54.525
"1979-03",66.379
"1979-04",63.531
"1979-05",69.058
"1979-06",70.287
"1979-07",53.252
"1979-08",71.181
"1979-09",64.189
"1979-10",78.07
"1979-11",68.037
"1979-12",60.339
"1980-01",69.105
"1980-02",65.18
"1980-03",70.473
"1980-04",69.135
"1980-05",70.531
"1980-06",70.83
"1980-07",60.656
"1980-08",67.89
"1980-09",68.344
"1980-10",71.723
"1980-11",68.13
"1980-12",71.647
"1981-01",65.622
"1981-02",70.446
"1981-03",77.718
"1981-04",35.816
"1981-05",37.829
"1981-06",61.083
"1981-07",73.51
"1981-08",78.248
"1981-09",81.303
"1981-10",84.784
"1981-11",76.027
"1981-12",75.966
"1982-01",66.443
"1982-02",70.344
"1982-03",82.932
"1982-04",73.155
"1982-05",70.656
"1982-06",71.231
"1982-07",59.868
"1982-08",72.091
"1982-09",67.203
"1982-10",70.068
"1982-11",63.043
"1982-12",62.177
"1983-01",62.454
"1983-02",60.394
"1983-03",68.553
"1983-04",61.552
"1983-05",62.916
"1983-06",61.445
"1983-07",54.904
"1983-08",72.891
"1983-09",69.927
"1983-10",71.34
"1983-11",68.272
"1983-12",63.354
"1984-01",67.622
"1984-02",73.408
"1984-03",81.232
"1984-04",72.511
"1984-05",80.676
"1984-06",76.094
"1984-07",74.381
"1984-08",90.365
"1984-09",78.538
"1984-10",69.419
"1984-11",64.039
"1984-12",63.475
"1985-01",67.921
"1985-02",66.897
"1985-03",77.347
"1985-04",76.241
"1985-05",77.979
"1985-06",72.731
"1985-07",68.821
"1985-08",79.212
"1985-09",73.596
"1985-10",79.711
"1985-11",68.881
"1985-12",69.593
"1986-01",77.804
"1986-02",72.209
"1986-03",77.078
"1986-04",74.333
"1986-05",72.568
"1986-06",72.071
"1986-07",67.253
"1986-08",75.912
"1986-09",74.407
"1986-10",79.412
"1986-11",69.774
"1986-12",73.201
"1987-01",74.473
"1987-02",71.447
"1987-03",75.609
"1987-04",70.768
"1987-05",70.436
"1987-06",76.78
"1987-07",69.427
"1987-08",80.348
"1987-09",82.118
"1987-10",85.63
"1987-11",78.919
"1987-12",79.246
"1988-01",75.364
"1988-02",76.778
"1988-03",83.964
"1988-04",75.351
"1988-05",73.979
"1988-06",76.448
"1988-07",69.198
"1988-08",88.206
"1988-09",83.272
"1988-10",80.853
"1988-11",82.973
"1988-12",80.324
"1989-01",81.969
"1989-02",75.04
"1989-03",88.981
"1989-04",77.145
"1989-05",82.486
"1989-06",78.544
"1989-07",66.269
"1989-08",90.824
"1989-09",84.618
"1989-10",89.574
"1989-11",86.965
"1989-12",72.554
"1990-01",90.276
"1990-02",81.756
"1990-03",91.292
"1990-04",82.88
"1990-05",86.2
"1990-06",84.276
"1990-07",79.535
"1990-08",91.515
"1990-09",82.813
"1990-10",93.078
"1990-11",86.461
"1990-12",75.487
"1991-01",85.81
"1991-02",82.592
"1991-03",85.012
"1991-04",79.324
"1991-05",79.917
"1991-06",76.896
"1991-07",79.72
"1991-08",88.818
"1991-09",81.504
"1991-10",90.23
"1991-11",81.644
"1991-12",79.244

US monthly sales of petroleum and related products. Jan 1971 ? Dec 1991

