"Month"
"1969-01",1687
"1969-02",1508
"1969-03",1507
"1969-04",1385
"1969-05",1632
"1969-06",1511
"1969-07",1559
"1969-08",1630
"1969-09",1579
"1969-10",1653
"1969-11",2152
"1969-12",2148
"1970-01",1752
"1970-02",1765
"1970-03",1717
"1970-04",1558
"1970-05",1575
"1970-06",1520
"1970-07",1805
"1970-08",1800
"1970-09",1719
"1970-10",2008
"1970-11",2242
"1970-12",2478
"1971-01",2030
"1971-02",1655
"1971-03",1693
"1971-04",1623
"1971-05",1805
"1971-06",1746
"1971-07",1795
"1971-08",1926
"1971-09",1619
"1971-10",1992
"1971-11",2233
"1971-12",2192
"1972-01",2080
"1972-02",1768
"1972-03",1835
"1972-04",1569
"1972-05",1976
"1972-06",1853
"1972-07",1965
"1972-08",1689
"1972-09",1778
"1972-10",1976
"1972-11",2397
"1972-12",2654
"1973-01",2097
"1973-02",1963
"1973-03",1677
"1973-04",1941
"1973-05",2003
"1973-06",1813
"1973-07",2012
"1973-08",1912
"1973-09",2084
"1973-10",2080
"1973-11",2118
"1973-12",2150
"1974-01",1608
"1974-02",1503
"1974-03",1548
"1974-04",1382
"1974-05",1731
"1974-06",1798
"1974-07",1779
"1974-08",1887
"1974-09",2004
"1974-10",2077
"1974-11",2092
"1974-12",2051
"1975-01",1577
"1975-02",1356
"1975-03",1652
"1975-04",1382
"1975-05",1519
"1975-06",1421
"1975-07",1442
"1975-08",1543
"1975-09",1656
"1975-10",1561
"1975-11",1905
"1975-12",2199
"1976-01",1473
"1976-02",1655
"1976-03",1407
"1976-04",1395
"1976-05",1530
"1976-06",1309
"1976-07",1526
"1976-08",1327
"1976-09",1627
"1976-10",1748
"1976-11",1958
"1976-12",2274
"1977-01",1648
"1977-02",1401
"1977-03",1411
"1977-04",1403
"1977-05",1394
"1977-06",1520
"1977-07",1528
"1977-08",1643
"1977-09",1515
"1977-10",1685
"1977-11",2000
"1977-12",2215
"1978-01",1956
"1978-02",1462
"1978-03",1563
"1978-04",1459
"1978-05",1446
"1978-06",1622
"1978-07",1657
"1978-08",1638
"1978-09",1643
"1978-10",1683
"1978-11",2050
"1978-12",2262
"1979-01",1813
"1979-02",1445
"1979-03",1762
"1979-04",1461
"1979-05",1556
"1979-06",1431
"1979-07",1427
"1979-08",1554
"1979-09",1645
"1979-10",1653
"1979-11",2016
"1979-12",2207
"1980-01",1665
"1980-02",1361
"1980-03",1506
"1980-04",1360
"1980-05",1453
"1980-06",1522
"1980-07",1460
"1980-08",1552
"1980-09",1548
"1980-10",1827
"1980-11",1737
"1980-12",1941
"1981-01",1474
"1981-02",1458
"1981-03",1542
"1981-04",1404
"1981-05",1522
"1981-06",1385
"1981-07",1641
"1981-08",1510
"1981-09",1681
"1981-10",1938
"1981-11",1868
"1981-12",1726
"1982-01",1456
"1982-02",1445
"1982-03",1456
"1982-04",1365
"1982-05",1487
"1982-06",1558
"1982-07",1488
"1982-08",1684
"1982-09",1594
"1982-10",1850
"1982-11",1998
"1982-12",2079
"1983-01",1494
"1983-02",1057
"1983-03",1218
"1983-04",1168
"1983-05",1236
"1983-06",1076
"1983-07",1174
"1983-08",1139
"1983-09",1427
"1983-10",1487
"1983-11",1483
"1983-12",1513
"1984-01",1357
"1984-02",1165
"1984-03",1282
"1984-04",1110
"1984-05",1297
"1984-06",1185
"1984-07",1222
"1984-08",1284
"1984-09",1444
"1984-10",1575
"1984-11",1737
"1984-12",1763

Number of deaths and serious injuries in UK road accidents each month. Jan 1969 ? Dec 1984. Seatbelt law introduced in Feb 1983 (indicator in second column)

