1449,0.999
1450,1.222
1451,1.338
1452,1.124
1453,0.911
1454,0.804
1455,1.001
1456,0.785
1457,0.994
1458,1.054
1459,0.598
1460,1.052
1461,0.861
1462,0.989
1463,1.068
1464,1.296
1465,0.731
1466,1.135
1467,1.182
1468,1.014
1469,0.96
1470,0.823
1471,0.544
1472,0.922
1473,1.242
1474,1.057
1475,1.01
1476,1.397
1477,1.234
1478,1.265
1479,1.125
1480,0.999
1481,1.07
1482,0.927
1483,1.112
1484,1.18
1485,1.122
1486,0.718
1487,1.052
1488,0.885
1489,1.234
1490,1.25
1491,0.973
1492,0.379
1493,1.031
1494,0.853
1495,0.4
1496,0.836
1497,0.94
1498,1.272
1499,1.046
1500,0.862
1501,1.169
1502,1.049
1503,0.895
1504,1.38
1505,1.313
1506,0.64
1507,1.333
1508,1.213
1509,1.512
1510,0.441
1511,1.458
1512,1.016
1513,1.275
1514,1.107
1515,0.985
1516,0.838
1517,0.93
1518,0.947
1519,1.35
1520,0.913
1521,0.221
1522,0.676
1523,1.013
1524,1.147
1525,1.267
1526,1.265
1527,1.018
1528,0.683
1529,1.08
1530,1.17
1531,1.086
1532,0.977
1533,0.995
1534,1.062
1535,0.961
1536,1.122
1537,1.105
1538,0.72
1539,1.321
1540,1.457
1541,1.385
1542,0.476
1543,1.235
1544,0.965
1545,0.719
1546,1.16
1547,1.226
1548,0.947
1549,1.469
1550,1.281
1551,1.064
1552,1.174
1553,0.929
1554,1
1555,1.138
1556,1.062
1557,0.755
1558,0.746
1559,0.885
1560,0.992
1561,0.777
1562,0.993
1563,0.704
1564,1.083
1565,1.132
1566,0.524
1567,0.898
1568,1.175
1569,1.098
1570,1.002
1571,0.856
1572,0.982
1573,0.459
1574,0.352
1575,0.613
1576,0.835
1577,0.775
1578,0.796
1579,0.478
1580,0.786
1581,1.022
1582,1.298
1583,1.072
1584,0.319
1585,0.269
1586,0.958
1587,0.85
1588,0.184
1589,0.917
1590,0.483
1591,0.687
1592,0.725
1593,0.972
1594,0.928
1595,1.021
1596,1.238
1597,0.656
1598,1.239
1599,1.226
1600,1.139
1601,1.023
1602,0.912
1603,1.189
1604,1.217
1605,1.072
1606,0.978
1607,0.876
1608,1.155
1609,0.982
1610,1.465
1611,1.225
1612,0.788
1613,0.103
1614,1.038
1615,1.13
1616,1.011
1617,1.229
1618,1.05
1619,0.945
1620,0.91
1621,1.216
1622,1.002
1623,0.683
1624,0.654
1625,1.114
1626,0.505
1627,0.976
1628,1.113
1629,1.231
1630,1.23
1631,1.029
1632,0.313
1633,0.56
1634,0.921
1635,1.231
1636,1.392
1637,1.067
1638,1.453
1639,1.052
1640,1.311
1641,1.186
1642,1.059
1643,0.966
1644,1.255
1645,1.142
1646,1.11
1647,1.253
1648,0.485
1649,1.246
1650,1.343
1651,1.381
1652,1.373
1653,0.925
1654,0.138
1655,1.257
1656,1.177
1657,1.172
1658,1.229
1659,1.237
1660,1.444
1661,1.31
1662,1.466
1663,1.653
1664,1.248
1665,0.306
1666,1.346
1667,1.075
1668,0.918
1669,0.569
1670,0.155
1671,1.223
1672,1.043
1673,0.945
1674,1.068
1675,0.632
1676,0.333
1677,1.124
1678,0.914
1679,1.072
1680,1.181
1681,1.226
1682,1.238
1683,1.238
1684,1.088
1685,1.154
1686,1.145
1687,1.181
1688,1.282
1689,1.313
1690,1.022
1691,0.78
1692,1.3
1693,1.155
1694,1.221
1695,1.051
1696,1.03
1697,0.961
1698,0.996
1699,1.429
1700,1.199
1701,1.323
1702,1.195
1703,0.591
1704,1.002
1705,1.159
1706,1.04
1707,1.04
1708,1.044
1709,0.804
1710,0.985
1711,0.812
1712,0.871
1713,0.787
1714,1.081
1715,0.938
1716,0.586
1717,1.127
1718,1.175
1719,1.256
1720,1.274
1721,1.339
1722,1.295
1723,1.441
1724,1.182
1725,1.395
1726,1.555
1727,1.003
1728,0.937
1729,0.821
1730,1.115
1731,1.161
1732,1.118
1733,0.75
1734,1.048
1735,0.623
1736,0.847
1737,1.248
1738,1.177
1739,0.858
1740,1.011
1741,1.264
1742,0.793
1743,1.079
1744,1.069
1745,1.183
1746,1.055
1747,1.4
1748,1.217
1749,1.342
1750,1.226
1751,0.98
1752,0.136
1753,0.41
1754,0.258
1755,0.571
1756,0.741
1757,0.71
1758,1.033
1759,1.196
1760,1.144
1761,0.776
1762,1.06
1763,0.498
1764,0.793
1765,0.818
1766,1.018
1767,0.903
1768,0.964
1769,1.075
1770,0.958
1771,1.058
1772,1.281
1773,1.25
1774,1.222
1775,1.337
1776,1.106
1777,0.878
1778,0.727
1779,0.888
1780,0.838
1781,0.947
1782,0.34
1783,1.114
1784,1.405
1785,1.065
1786,1.223
1787,1.196
1788,1.003
1789,1.048
1790,0.651
1791,1.103
1792,1.399
1793,1.332
1794,1.073
1795,0.989
1796,0.853
1797,0.736
1798,0.925
1799,1.122
1800,1.406
1801,1.323
1802,1.342
1803,1.285
1804,1.066
1805,1.161
1806,1.069
1807,0.834
1808,1.024
1809,0.62
1810,1.171
1811,1.133
1812,0.987
1813,0.945
1814,0.964
1815,1.04
1816,1.214
