1948.002740,481971
1948.087671,476353
1948.167123,471803
1948.252055,469382
1948.334247,446943
1948.419178,451091
1948.501370,665016
1948.586301,784232
1948.671233,784126
1948.753425,739423
1948.838356,715128
1948.920548,759623
1949.002740,962866
1949.087671,1068885
1949.164384,1168127
1949.249315,1232381
1949.331507,1256889
1949.416438,1383302
1949.498630,1302857
1949.583562,1308091
1949.668493,1313691
1949.750685,1316572
1949.835616,1383832
1949.917808,1558469
1950.002740,2200486
1950.087671,2288368
1950.164384,2155962
1950.249315,2074220
1950.331507,1942134
1950.416438,1808534
1950.498630,1739507
1950.583562,1635604
1950.668493,1566588
1950.750685,1508348
1950.835616,1595491
1950.917808,1976461
1951.002740,2113553
1951.087671,1948422
1951.164384,1850960
1951.249315,1736166
1951.331507,1673661
1951.416438,1611908
1951.498630,1584067
1951.583562,1543866
1951.668493,1502799
1951.750685,1476741
1951.835616,1570796
1951.917808,1931002
1952.002740,2106836
1952.087671,2172973
1952.167123,1848101
1952.252055,1728250
1952.334247,1602178
1952.419178,1534867
1952.501370,1431499
1952.586301,1372614
1952.671233,1309563
1952.753425,1276009
1952.838356,1496764
1952.920548,1955635
1953.002740,2081227
1953.087671,2060651
1953.164384,1631613
1953.249315,1479538
1953.331507,1400709
1953.416438,1312201
1953.498630,1237767
1953.583562,1186715
1953.668493,1148914
1953.750685,1169558
1953.835616,1331378
1953.917808,1747757
1954.002740,2217243
1954.087671,2275347
1954.164384,1629817
1954.249315,1473474
1954.331507,1299533
1954.416438,1198475
1954.498630,1109003
1954.583562,1042697
1954.668493,982184
1954.750685,977389
1954.835616,1117323
1954.917808,1464489
1955.002740,1975159
1955.087671,2000102
1955.164384,1578827
1955.249315,1047886
1955.331507,876414
1955.416438,790579
1955.498630,692089
1955.583562,630088
1955.668493,610855
1955.750685,627627
1955.835616,728116
1955.917808,1185850
1956.002740,1390335
1956.087671,1982469
1956.167123,1158631
1956.252055,754433
1956.334247,653274
1956.419178,586675
1956.501370,529246
1956.586301,503216
1956.671233,501687
1956.753425,516321
1956.838356,744959
1956.920548,1202533
1957.002740,1601562
1957.087671,1222789
1957.164384,804115
1957.249315,690039
1957.331507,587952
1957.416438,544987
1957.498630,467085
1957.583562,435506
1957.668493,436205
1957.750685,435751
1957.835616,557143
1957.917808,1320321
1958.002740,1533557
1958.087671,1418192
1958.164384,1201913
1958.249315,678161
1958.331507,556518
1958.416438,481151
1958.498630,422220
1958.583562,393066
1958.668493,387484
1958.750685,421322
1958.835616,497959
1958.917808,1022634
1959.002740,1445508
1959.087671,1203311
1959.164384,667087
1959.249315,466799
1959.331507,386004
1959.416438,314389
1959.498630,258048
1959.583562,235253
1959.668493,223206
1959.750685,235428
1959.835616,273606
1959.917808,512409
1960.002740,684297
1960.087671,581440
1960.167123,297704
1960.252055,225051
1960.334247,184564
1960.419178,162558
1960.501370,140701
1960.586301,132931
1960.671233,130861
1960.753425,142001
1960.838356,158424
1960.920548,302812
1961.002740,422744
1961.087671,321910
1961.164384,187840
1961.249315,153046
1961.331507,130587
